JL's Smoke Shop,10800 Donner Pass Rd Ste 105,,Truckee,CA,96161,US,http://jlssmokeshop.com,5305877833,jlssmokeshop@gmail.com,2018-12-22,,Yes,S,CBD,Yes,,
The Smoke Island,11400 Donner Pass Rd Ste 15,,Truckee,CA,96161,US,,5305635262,ranveer.g2704@gmail.com,2018-10-29,,Yes,S,CBD,Yes,,
Elite Smoke Shop,7071 Foothill Blvd,,Tujunga,CA,91042,US,,8183537733,elitess7071@gmail.com,2018-12-01,2022-03-29,Yes,S,CBD,,,
Smokeland,8352 Foothill Blvd,,Tujunga,CA,91040,US,,8189519737,,2021-12-31,2021-12-31,Yes,S,CBD,Yes,,
Cigarette Outlet,1156 E Prosperity Ave,,Tulare,CA,93274,US,,5596848830,,2019-08-26,,,T,,,,
Cigarette Shop,242 E Cross Ave,,Tulare,CA,93274,US,,5596863651,,2019-09-02,2019-09-02,,S,,,,
Smokey’s Smoke Shop,1577 E Tulare Ave,,Tulare,CA,93274,US,,,,2022-05-05,2022-05-05,,S,,,,
T Town Smoke Shop,131 W Inyo Ave,,Tulare,CA,93274,US,,5596861145,,2020-03-30,,Yes,S,CBD,,,
Tulare's Finest Smoke Shop,569 W Bardsley Ave,,Tulare,CA,93274,US,https://tulares-finest-smoke-shop.business.site/,5593667535,,2019-10-29,,Yes,S,CBD,Yes,,
Z's Smoke Shop & Vapes,1001 E Prosperity Ave,,Tulare,CA,93274,US,,5596851935,,2019-08-30,,Yes,S,CBD,,,
Bargain Cigarette,1669 Lander Ave,,Turlock,CA,95380,US,,2096649990,,2019-07-22,,,S,,Yes,,
J's Smoke Shop,715 Lander Ave,,Turlock,CA,95380,US,,2096208232,,2021-12-05,2021-12-05,Yes,S,CBD,Yes,,
Legacy's,124 Lander Ave,,Turlock,CA,95380,US,,2096320570,,2019-12-08,,,S,,,,
Smoke 4 Less,2924 Geer Rd,,Turlock,CA,95382,US,,2096642005,,2020-02-17,,,S,,,,
Smoke City 2,1805 Countryside Dr,,Turlock,CA,95380,US,https://smokecity209.com/,2096679838,sales@smokecity209.com,2019-05-12,2019-05-12,,S,,,,
Smoke Depot,500 Lander Ave,,Turlock,CA,95380,US,,2096348697,,2020-02-18,,,S,,,,
Valley Smoke Shop,541 N Golden State Blvd,,Turlock,CA,95380,US,,2096208833,,2018-09-20,,Yes,S,CBD,,,
AR Smoke & Cigars,17582 17th St Ste 107,,Tustin,CA,92780,US,,7147317159,,2021-11-29,2021-11-29,,S,,,,
C. Fine Cigars,434 E 1st St,,Tustin,CA,92780,US,,7146594485,,2021-12-11,2021-12-11,,S,,,,
Luxor Vape and Smoke,2882 Walnut Ave Ste A,,Tustin,CA,92780,US,,7144179263,,2022-03-03,2022-03-03,Yes,V,CBD,,,
Red Hill Smoke Shop,13848 Red Hill Ave,,Tustin,CA,92780,US,http://www.ocsmokeshops.com/,7147343374,lagunasmokeshop1@gmail.com,2019-02-28,2019-03-22,Yes,S,CBD,,,
Smokey Smoke Shop - Tustin,13762 Newport Ave Ste F,,Tustin,CA,92780,US,,7145055454,,2019-06-24,,,S,,,,
Tustin Smoke Shop,644 E 1st St,,Tustin,CA,92780,US,,7147349010,,2019-10-29,2019-10-29,Yes,S,CBD,,,
Vape First & CBD,438 E 1st St,,Tustin,CA,92780,US,http://www.vapefirst.com/,7148843852,vape1st@gmail.com,2018-09-11,2022-02-23,Yes,V,CBD,,,
Your CBD Store,13011 Newport Ave #102A,,Tustin,CA,92780,US,https://cbdrx4u.com/find-us/california/tustin,7147845984,,2021-06-02,,Yes,C,CBD,,,
Z & Z Tobacco Shop,14311 Newport Ave,,Tustin,CA,92780,US,,7146652451,,2021-11-30,2021-11-30,Yes,S,CBD,Yes,,
29 Smoke Shop,71757 29 Palms Hwy Ste D,,Twentynine Palms,CA,92277,US,http://www.29smoke.com/,7603612653,d29smokeshop@aol.com,2019-07-12,2019-07-12,,S,,,,
Adobe Smoke Shop,6441 Adobe Rd,,Twentynine Palms,CA,92277,US,,7603611100,,2019-07-16,,,S,,,,
Next Level Vaping No. 2,5653 Plaza Rd,,Twentynine Palms,CA,92277,US,,7609109067,,2020-01-28,,Yes,V,CBD,,,
STC Smoke Shop,6001 Adobe Rd,,Twentynine Palms,CA,92277,US,,7603613043,,2020-04-06,2020-04-06,,S,,,,
Build A Ecig,534 S State St,,Ukiah,CA,95482,US,,7076717455,,2018-10-15,2019-03-25,Yes,V,CBD,,,
Discount Cigarettes,188 Ford Rd,,Ukiah,CA,95482,US,,7074631916,,2019-10-09,,,S,,,,
Emerald Triangle Glassworks,415 S State St,,Ukiah,CA,95482,US,http://emeraldtriangleglassworks.com/,7074673994,general@emeraldtriangleglass.com,2018-08-06,2019-09-16,Yes,S,CBD,Yes,,
Cheaper Cigarettes,31834 Alvarado Blvd,,Union City,CA,94587,US,https://cheaper-cigarettes.business.site/,5104779606,,2018-11-02,,,S,,,,
Big Mo's Smoke Shop,2176 W Foothill Blvd Ste B,,Upland,CA,91786,US,,9092563283,,2021-12-01,2021-12-01,,S,,,,
Campus Smoke Shop,659 E 15th St Unit A,,Upland,CA,91786,US,,9097278006,,2021-12-03,2021-12-03,,S,,Yes,,
E-Cig City Upland,1229 W Foothill Blvd,,Upland,CA,91786,US,,9099464333,andrew@ecigcityupland.com,2018-08-06,2019-12-15,Yes,V,CBD,,,
Enhanced Health Products CBD Store,436 N Central Ave,,Upland,CA,91786,US,https://enhancedhealthproducts.com,9095814388,info@enhancedhealthproducts.com,2021-01-01,,Yes,C,CBD,,,
House Of Tobacco,158 W Foothill Blvd #154-B,,Upland,CA,91786,US,,,,2022-01-12,2022-01-12,,S,,,,
Smoke + Gift + Uhaul,745 W Foothill Blvd,,Upland,CA,91786,US,,9092560056,,2022-01-10,2022-01-10,,S,,,,
Smoke Land Smoke Shop,1964 W 9th St Unit A,,Upland,CA,91786,US,,9099311680,,2021-12-20,2021-12-20,Yes,S,CBD,Yes,,
Smoke Shop,1630 W Foothill Blvd Ste C,,Upland,CA,91786,US,,9099824999,,2020-02-23,,,S,,,,
Smokers Boutique 2,555 E Foothill Blvd #A6,,Upland,CA,91786,US,,9099810297,,2018-12-11,,,S,,,,
Smokin Hot Smoke Shop,870 E Foothill Blvd,,Upland,CA,91786,US,,9099811890,smokinhotshop@gmail.com,2019-10-14,,,S,,Yes,,
The Pipe King Smoke Shop and Vape Store,303 N Mountain Ave,,Upland,CA,91786,US,https://thepipeking.com/,9099205158,,2018-09-26,2020-03-11,,S,,,,
Up In Smoke,1466 E Foothill Blvd Ste L,,Upland,CA,91786,US,,9099850081,upinsmokesmokeshop@gmail.com,2018-11-24,2019-11-10,Yes,S,CBD,Yes,,
Upland Smoke Shop,525 N Central Ave Unit 2-A,,Upland,CA,91786,US,,9099319101,,2021-12-02,2021-12-02,Yes,S,CBD,,,
Vape & Glass Station,130 S Mountain Ave Ste J,,Upland,CA,91786,US,,9099313567,,2022-02-03,2022-02-03,Yes,S,CBD,,,
A's Discount Cigarettes,1989 Peabody Rd #3,,Vacaville,CA,95687,US,,7074487230,,2019-07-15,,,T,,,,
Cigarettes & More,641 Merchant St,,Vacaville,CA,95688,US,,7074529972,,2022-01-02,2022-01-02,Yes,S,CBD,Yes,,
Empire Novelties & Smoke Shop,179 Elmira Rd Ste A,,Vacaville,CA,95687,US,,7074466818,,2018-10-27,,Yes,H,CBD,,,
Sky High Smoke & Vape,779 E Monte Vista Ave Ste B,,Vacaville,CA,95688,US,,7075147202,,2021-12-27,2021-12-27,Yes,S,CBD,Yes,,
Smoke Division,153 Peabody Rd,,Vacaville,CA,95687,US,,7074556430,,2020-02-18,2020-02-18,Yes,S,CBD,,,
Smoke Plus,3021 Alamo Dr,,Vacaville,CA,95687,US,,7074470200,,2020-01-02,2020-01-02,Yes,S,CBD,Yes,,
Time Zone Smoke Shop,500 Elmira Rd Ste E2,,Vacaville,CA,95687,US,,7074461915,,2018-11-11,,,S,,,,
Vacaville Vaporium,1631 E Monte Vista Ave,,Vacaville,CA,95688,US,http://www.vacavillevaporium.com/,7077248189,vacavillevaporium@gmail.com,2019-10-14,,Yes,V,CBD,,,
Vap'In Peace,1981 Alamo Dr Ste A,,Vacaville,CA,95687,US,,7074475766,,2019-10-14,,,V,,,,
Smoke Depot and Vapor Lounge,26930 The Old Rd,,Valencia,CA,91381,US,https://scvsmokeandvape.com/,6616780610,smokedepot@scvsmokeandvape.com,2018-10-03,,Yes,S,CBD,,,
Cigarette Depot,3315 Sonoma Blvd,,Vallejo,CA,94590,US,,7076498931,,2022-01-05,2022-01-05,Yes,S,CBD,,,
Cigarette For Less,2083 Solano Ave,,Vallejo,CA,94590,US,,7076451294,,2022-02-09,2022-02-09,,S,,,,
Cigarettes City,4300 Sonoma Blvd #808,,Vallejo,CA,94589,US,,7076492295,,2022-05-03,2022-05-03,,S,,,,
Cigars & More,145 Plaza Dr Ste 209,,Vallejo,CA,94591,US,,7076491233,,2018-08-07,2019-10-04,,S,,,,
Discount Cigar & Cigarette,964 Admiral Callaghan Ln,,Vallejo,CA,94591,US,,7076488000,,2022-04-18,2022-04-18,,S,,,,
Discount News & Cigarette Outlet,2564 Springs Rd,,Vallejo,CA,94591,US,,7075523970,,2021-12-29,2021-12-29,,T,,,,
Double AA's Smokeshop,38 Tennessee St,,Vallejo,CA,94590,US,,7076424303,,2019-09-14,,,S,,,,
Got Clouds?,1522 Springs Rd,,Vallejo,CA,94591,US,https://got-clouds.business.site/,7077311986,,2019-11-18,2019-11-18,Yes,V,CBD,,,
Okbah Shop,1500 Marin St,,Vallejo,CA,94590,US,,7076473049,,2019-05-05,2019-05-05,,S,,Yes,,
Smoke City Smoke & Vape Shop,3752 Sonoma Blvd,,Vallejo,CA,94589,US,https://www.smokecityvapeshop.com/,7076432788,smokecity618@gmail.com,2018-10-03,,Yes,S,CBD,,,
Tennessee Discount Cigarettes,601 Tennessee St Ste B,,Vallejo,CA,94590,US,,7076437037,,2022-03-09,2022-03-09,Yes,S,CBD,Yes,,
U Know Smoke and Vape Shop,618 Tuolumne St,,Vallejo,CA,94590,US,,7075527179,,2019-05-27,2021-01-03,Yes,S,CBD,Yes,,
V-Town Grocery & Smoke,10 Broadway,,Vallejo,CA,94590,US,https://v-town.business.site/,7075630186,,2022-02-21,2022-02-21,,S,,,,
We Know Smoke and Vape,522 Tuolumne St,,Vallejo,CA,94590,US,,7076431412,,2018-08-21,2019-09-13,Yes,S,CBD,Yes,,
Lucky Stop,27838 Valley Center Rd,,Valley Center,CA,92082,US,,7607497917,,2021-12-01,2021-12-01,Yes,S,CBD,,,
Smoke Shack & Gift Store,200 CA-12 Ste C4,,Valley Springs,CA,95252,US,,2099203217,,2019-07-05,2020-02-20,,S,,,,
Studio City Vapor,5219 Laurel Canyon Blvd,,Valley Village,CA,91607,US,,8187611930,studiocityvapor@gmail.com,2018-09-12,,Yes,V,CBD,,,
The Village Smoke Shop & Accessories,5317 Laurel Canyon Blvd,,Valley Village,CA,91607,US,,8189805552,,2019-09-28,,Yes,S,CBD,,,
2 Bros Smoke Shop And Vape,16900 Sherman Way Ste 4,,Van Nuys,CA,91406,US,,8185785140,2brosvannuys@gmail.com,2019-07-12,2019-07-12,Yes,S,CBD,,,
Aragats Mountain Water & Smoke Shop,14044 Vanowen St,,Van Nuys,CA,91405,US,,8187821182,aragatswater@hotmail.com,2022-04-18,2022-04-18,Yes,S,CBD,,,
Cig Zone,17212 Saticoy St,,Van Nuys,CA,91406,US,,8183438038,,2020-08-19,,Yes,T,CBD,,,
Deuces Wild Smoke Shop,14851 Victory Blvd Unit D,,Van Nuys,CA,91411,US,,8187823919,deuces@deuceswildsmokeshop.com,2020-06-26,,Yes,S,CBD,,,
Fast Stop Smoke Shop,14114 Sherman Way,,Van Nuys,CA,91405,US,,8189225253,,2020-07-01,2020-07-01,Yes,S,CBD,,,
Giftworx,14101 Burbank Blvd,,Van Nuys,CA,91401,US,,8187868255,,2018-12-16,,Yes,H,CBD,Yes,,
Leaf Smoke Shop,15355 Sherman Way #H,,Van Nuys,CA,91406,US,,3233088364,,2020-06-27,,Yes,S,CBD,Yes,,
OGK Smoke Shop,7209 Balboa Blvd,,Van Nuys,CA,91406,US,,8186161265,,2019-12-08,2019-12-08,Yes,S,CBD,Yes,,
Saticoy Smoke Shop,15240 Saticoy St,,Van Nuys,CA,91405,US,,8184225448,,2019-12-08,2019-12-08,Yes,S,CBD,,,
The Green Guys,6741 Sylmar Ave,,Van Nuys,CA,91405,US,https://thegreenguys.com/,8183216870,support@thegreenguys.com,2020-12-17,,Yes,C,CBD,,,
Ultimate Smoke Shop,14522 Vanowen St #8,,Van Nuys,CA,91405,US,,8184420288,,2019-10-24,2019-10-24,,S,,,,
Woos smoke shop,16105 Victory Blvd #7G,,Van Nuys,CA,91406,US,,8183878728,,2020-08-19,2020-08-19,Yes,S,CBD,,,
CBD On Abbot,2814 Abbot Kinney Blvd,,Venice,CA,90291,US,,3105621623,cbdonabbot@gmail.com,2020-11-28,,Yes,C,CBD,,,
Headstock Smoke Shop,2419 Lincoln Blvd,,Venice,CA,90291,US,https://shopheadstock.com/,4245815781,info@shopheadstock.com,2021-12-28,2021-12-28,Yes,H,CBD,Yes,,
La-La Land,1419 Ocean Front Walk,,Venice,CA,95060,US,,6149991009,,2018-12-11,2018-12-11,Yes,H,CBD,,,
Lincoln Tobacco Shop,608 Lincoln Blvd,,Venice,CA,90291,US,,3105810011,,2019-08-19,,Yes,S,CBD,,,
Venice Kush,1701 Ocean Front Walk,,Venice,CA,90291,US,https://venicekushshop.com/,4242385476,venicekushstore@gmail.com,2018-12-27,2021-06-25,Yes,C,CBD,,,
Zorro Jewelry,1921 Ocean Front Walk,,Venice,CA,90291,US,,3105786632,,2021-11-29,2021-11-29,,H,,,,
101 CBD,1121 S Seaward Ave #1,,Ventura,CA,93003,US,https://101cbd.org/,8056425623,info@101cbd.org,2020-02-24,2021-01-03,Yes,C,CBD,,,
Avenue Smoke Shop,464 N Ventura Ave,,Ventura,CA,93001,US,,8056678119,,2018-08-06,2019-08-16,,S,,,,
Cig Store,9292 Telephone Rd,,Ventura,CA,93004,US,,8056592346,,2019-03-26,,,S,,,,
House of Smokes,105 S Oak St Ste 100,,Ventura,CA,93001,US,,8056289525,,2019-12-10,2019-12-10,Yes,S,CBD,Yes,,
Mark Smoke Shop,78 W Main St,,Ventura,CA,93001,US,,8056482780,,2020-01-07,,,S,,,,
Payless Gift & Tobacco,6118 Telegraph Rd,,Ventura,CA,93003,US,,8056509024,,2020-02-03,,,S,,Yes,,
Royal Cigars,134 N Ashwood Ave,,Ventura,CA,93003,US,,8056508669,,2018-10-03,,,S,,,,
Salzer's Records,5777 Valentine Rd,,Ventura,CA,93003,US,http://www.salzers.com/,8056392160,info@salzers.com,2018-11-07,,,H,,,,
Sam's Smoke Shop,881 E Main St,,Ventura,CA,93001,US,,8056679262,,2018-10-03,,Yes,S,CBD,,,
Smoke Shop Plus,2358 E Main St Ste A,,Ventura,CA,93003,US,,8056486249,,2020-02-28,,,S,,,,
Station One Tobacco,616 E Main St,,Ventura,CA,93001,US,,8056411100,,2019-10-17,2019-10-17,Yes,S,CBD,Yes,,
Tobacco And More,2271 N Ventura Ave Ste A,,Ventura,CA,93001,US,,8056430981,,2020-05-28,,,S,,,,
US Tobacco & Vapor,1050 E Thompson Blvd,,Ventura,CA,93001,US,,8056283702,,2022-02-03,2022-02-03,Yes,S,CBD,Yes,,
Vape Creations,964 E Main St,,Ventura,CA,93001,US,,8056283965,vaprcreations@aol.com,2019-05-30,,,V,,,,
Wild Side Smoke Shop,608 E Main St,,Ventura,CA,93001,US,,8056520882,,2018-11-21,,,S,,,,
Wild Side Smoke Shop,2850 Johnson Dr #F,,Ventura,CA,93003,US,,8056444060,,2018-10-25,,,S,,Yes,,
Wild Tobacco & Gift Shop,815 N Ventura Ave,,Ventura,CA,93001,US,,8056530089,,2019-09-17,,,S,,,,
"Your CBD Store - Ventura, CA",4255 E Main St #15,,Ventura,CA,93003,US,https://cbdrx4u.com/,8057656130,,2019-09-11,2019-09-11,Yes,C,CBD,,,
OG Tobacco,1901 S Alameda St Ste 104,,Vernon,CA,90058,US,,2132058057,,2020-07-15,,Yes,S,CBD,,,
Amargosa Smoke Shop and Mini Mart,14477 Amargosa Rd,,Victorville,CA,92392,US,,7602454300,,2018-06-11,2018-10-13,,S,,,,
Cloud District Vape Shop,15315 Tamarack Dr Ste 2,,Victorville,CA,92392,US,http://clouddistrictvapeshop.com/,4422292130,,2018-08-15,2020-02-12,Yes,V,CBD,,,
E-Cig Stop,14845 Monarch Blvd Ste S,,Victorville,CA,92395,US,,7602614970,ecigstop.victorville@yahoo.com,2018-08-06,2019-12-16,Yes,V,CBD,,,
Frankie's Smoke Shop #2,15517 Village Dr Ste 107,,Victorville,CA,92394,US,https://frankies-smokshop.business.site/,4423279051,,2019-11-07,2019-11-07,,S,,,,
Holy Smokes Tobacco & Accessories,14363 Seventh St,,Victorville,CA,92395,US,,7608813633,,2021-11-30,2021-11-30,,S,,,,
Hotbox Vape,14084 Amargosa Rd Ste 220,,Victorville,CA,92392,US,,7602412594,hotboxvape@gmail.com,2018-09-22,,,V,,,,
KY Smoke Shop,12353 Mariposa Rd F9,,Victorville,CA,92395,US,,7602410030,,2019-12-26,,Yes,S,CBD,Yes,,
Mail Plus Smoke Shop,15263 Hook Blvd #B,,Victorville,CA,92394,US,,7602436060,,2020-01-06,,,S,,,,
My Generation Smoke Shop,14666 7th St,,Victorville,CA,92395,US,,7608439436,,2018-10-04,,,S,,,,
Palmdale Smoke Shop,15329 Palmdale Rd,,Victorville,CA,92392,US,,7602432043,,2020-02-02,2020-02-02,,S,,,,
Popeye's Smoke Shop,13790 Bear Valley Rd #E1,,Victorville,CA,92392,US,,7609511829,,2019-09-10,,Yes,S,CBD,,,
Quick Stop Smoke Shop,14363 7th St,,Victorville,CA,92395,US,https://quick-stop-smoke-shop-vape-shop.business.site/,7608813633,,2019-05-08,2019-05-08,,S,,,,
Victorville Smoke Shop,13622 Bear Valley Rd Ste B4,,Victorville,CA,92392,US,,7609552800,,2020-02-29,,,S,,,,
Bargain Cigarettes & Pipes,1438 N Ben Maddox Way,,Visalia,CA,93292,US,,5597388738,,2019-07-22,,,S,,,,
Cigarette Depot,3837 W Caldwell Ave E,,Visalia,CA,93277,US,,5597332447,,2019-08-22,,,S,,,,
Cigarette Mart,1607 E Noble Ave,,Visalia,CA,93292,US,,5597321855,,2019-08-25,,,S,,,,
Cigarettes 4 Less,4129 W Noble Ave,,Visalia,CA,93277,US,,5597350840,harry.lali@cigarettesforless.com,2019-09-13,,Yes,S,CBD,Yes,,
Mr. Nice Guy's Smoke Shop,5125 W Walnut Ave Ste A,,Visalia,CA,93277,US,,5598023324,,2019-07-05,2019-07-05,Yes,S,CBD,Yes,,
Omega Tobacco Shop,1712 S Mooney Blvd,,Visalia,CA,93277,US,,5596360164,,2020-02-01,,,T,,,,
PT Smoke Shop,32458 Rd 124,,Visalia,CA,93291,US,https://pt-smoke-shop.business.site/,2096722793,,2019-11-26,2019-11-26,Yes,S,CBD,,,
Sensation Lingerie & Pipes,1930 W Princeton Ave,,Visalia,CA,93277,US,,5597347399,,2018-11-25,2018-11-25,,H,,Yes,,
Smokin' Deals,1537 S Court St,,Visalia,CA,93277,US,,5597490554,,2019-07-06,2019-07-06,Yes,S,CBD,,,
Super 1 Cigarette,2615 S Mooney Blvd,,Visalia,CA,93277,US,,5596368360,,2019-11-27,2019-11-27,Yes,S,CBD,Yes,,
Triple 7 Cigs & Pipes,2121 N Dinuba Blvd Ste D,,Visalia,CA,93291,US,,5597349698,,2019-12-10,2021-12-09,,S,,,,
Visalia Smoke Shop,645 Lovers Ln Ste 1,,Visalia,CA,93292,US,,5597391580,,2019-06-06,,,S,,,,
Visalia Vapes,2935 S Mooney Blvd,,Visalia,CA,93277,US,http://visaliavapes.com/,5597407858,,2018-08-21,2020-02-18,Yes,V,CBD,,,
Auer CBD,1945 W Vista Way,,Vista,CA,92083,US,https://auercbd.com/,7608067508,info@auercbd.com,2020-10-01,2020-10-01,Yes,C,CBD,,,
Cigarettes N More,1621 S Melrose Dr Ste H,,Vista,CA,92081,US,,7607271562,,2019-09-22,,,S,,,,
Elevate Smoke Shop,777 E Vista Way,,Vista,CA,92084,US,,7602959125,,2022-05-05,2022-05-05,,S,,,,
Sam's Cigar & Smoke Shop,800 Civic Center Dr,,Vista,CA,92084,US,https://sams-cigar-tobacconist-shop.business.site/,7607265749,,2020-02-13,,Yes,S,CBD,,,
The Grateful Head Smoke Shop,1542 S Santa Fe Ave,,Vista,CA,92084,US,https://thegratefulheadsmokeshop.business.site/,7602950838,,2022-02-08,2022-02-08,Yes,H,CBD,,,
The High Country,2502 S Santa Fe Ave Ste A2,,Vista,CA,92084,US,http://www.thcsmokeshopvista.com/,7605987300,,2018-09-26,,Yes,S,CBD,,,
Toke Of The Town,1275 S Santa Fe Ave Ste 111,,Vista,CA,92083,US,,7602953002,,2018-11-05,2019-12-03,Yes,S,CBD,Yes,,
Vape Craft Inc,2322 La Mirada Dr,,Vista,CA,92011,US,https://vapecraftinc.com/,7602957484,support@vapecraftinc.com,2018-09-09,2020-03-26,Yes,V,CBD,,,
Ashland Smoke Shop,2931 N Main St,,Walnut Creek,CA,94597,US,,9253228452,,2021-12-03,2021-12-03,Yes,S,CBD,,,
The Cave,1250 Newell Ave Ste B,,Walnut Creek,CA,94596,US,https://www.thecavesmokeshop.com/,9259260777,thecavesmokeshop@gmail.com,2018-09-26,,Yes,S,CBD,,,
XYZ Matrix Smoke & Skate Shop,1389 N Broadway,,Walnut Creek,CA,94596,US,,9259541378,,2021-11-30,2021-11-30,Yes,S,CBD,Yes,,
House Of Fun Smoke Shop,1129 7th St,,Wasco,CA,93280,US,,6615869960,,2019-12-10,2019-12-10,,S,,Yes,,
831 Smoke Shop,20 Mariposa Ave,,Watsonville,CA,95076,US,,8315365080,,2019-06-10,,Yes,S,CBD,,,
Cigarette City,1441 Freedom Blvd,,Watsonville,CA,95076,US,,8317289981,,2019-08-22,,,S,,,,
Dulee's Tobacco,53 Porter Dr,,Watsonville,CA,95076,US,,8315365956,,2019-10-09,2019-10-09,,S,,Yes,,
Illusion Smoke Shop,1435 Main St,,Watsonville,CA,95076,US,,8315365677,,2019-06-15,,Yes,S,CBD,,,
The Weed Smoke Shop California,55 N Weed Blvd Ste A,,Weed,CA,96094,US,,5309380420,,2019-09-13,,,S,,,,
Ace Smoke Shop 2,240 S Glendora Ave,,West Covina,CA,91790,US,,6266991440,,2020-08-19,,Yes,S,CBD,,,
Amar Smoke Shop,1001 E Amar Rd Unit 102,,West Covina,CA,91792,US,,6263337735,,2021-12-12,2021-12-12,,S,,,,
Bond Smoke Shop,1324 W Francisquito Ave Ste C6,,West Covina,CA,91790,US,,6266228999,,2019-07-27,2020-04-17,,S,,,,
Medjay Smoke And Vape,2360 S Azusa Ave Ste A2,,West Covina,CA,91792,US,,6264708550,,2020-01-25,,,S,,Yes,,
Smoker Addicts,432 N Azusa Ave,,West Covina,CA,91791,US,,6269389196,,2019-05-13,,,S,,,,
Tobacco & More,120 N Vincent Ave,,West Covina,CA,91790,US,,6269663999,,2019-05-22,,,S,,,,
Urthen Vape & CBD,351 N Azusa Ave,,West Covina,CA,91791,US,,6263324022,urthenwc@gmail.com,2022-02-03,2022-02-03,Yes,V,CBD,,,
Vapor Devils,500 N Azusa Ave Ste 111,,West Covina,CA,91791,US,,6268597777,vapor.devils@gmail.com,2018-09-08,2020-03-14,Yes,V,CBD,,,
Video 94,19020 La Puente Rd,,West Covina,CA,91792,US,,6268541145,,2018-08-21,2020-02-19,,S,,,,
West Covina Smoke & Vape,1300 W Francisquito Ave Ste C,,West Covina,CA,91790,US,,6269181600,,2018-08-21,2020-02-19,Yes,S,CBD,,,
"Your CBD Store - West Covina, CA",110 N Grand Ave,,West Covina,CA,91791,US,https://cbdrx4u.com/,6266539327,,2019-09-11,2019-09-11,Yes,C,CBD,,,
Cigar Emporium,838 N La Cienega Blvd,,West Hollywood,CA,90069,US,,3108543488,,2022-01-21,2022-01-21,,T,,,,
Kalinka Tobacco Gift Shop,7771 Santa Monica Blvd,,West Hollywood,CA,90046,US,,3236568577,,2019-12-24,,Yes,S,CBD,,,
Kanep CBD,8270 Santa Monica Blvd,,West Hollywood,CA,90046,US,,3234712020,kanepcbd@gmail.com,2020-09-21,,Yes,C,CBD,,,
La Brea Cigarettes,1110 N La Brea Ave,,West Hollywood,CA,90038,US,,3106588937,,2022-04-12,2022-04-12,,T,,,,
Pure CBD,8285 Santa Monica Blvd,,West Hollywood,CA,90046,US,https://purecbdboutique.com/,7472239004,purecbdweho@gmail.com,2019-05-06,2019-08-13,Yes,C,CBD,,,
Santa Monica Smokes,8161 Santa Monica Blvd,,West Hollywood,CA,90046,US,https://santamonicasmokeshop.com/,3236333322,santamonicasmokes@gmail.com,2019-12-09,,Yes,S,CBD,,,
Smoke For Less,8205 CA-2 #2,,West Hollywood,CA,90046,US,,3238222954,,2020-02-18,,Yes,S,CBD,,,
Tabacchi,8951 Sunset Blvd,,West Hollywood,CA,90069,US,https://www.tabacchicigars.com/,3105507505,tabacchi@mail.com,2020-03-30,2020-03-30,Yes,S,CBD,,,
Teagardins Smoke Vapes,8531 Santa Monica Blvd,,West Hollywood,CA,90069,US,https://teagardins.com/,3108559168,info@teagardins.com,2018-09-29,,Yes,S,CBD,Yes,,
Cali Smoke Shop,900 Jefferson Blvd Ste 150,,West Sacramento,CA,95691,US,,9168738884,,2021-12-11,2021-12-11,Yes,S,CBD,,,
Cigarette & Grocery Mart,1600 Sacramento Ave #2,,West Sacramento,CA,95605,US,,9163740349,,2022-01-26,2022-01-26,Yes,S,CBD,Yes,,
Cloud 9,2050 Town Center Plz Ste B150,,West Sacramento,CA,95691,US,,9169429773,cloud9westsac@gmail.com,2018-08-07,2022-03-29,Yes,S,CBD,Yes,,
IR Smoke Shop,928 Sacramento Ave,,West Sacramento,CA,95605,US,,9166172728,,2019-04-26,,Yes,S,CBD,,,
One Stop Smoke Shop,2200 W Capitol Ave,,West Sacramento,CA,95691,US,,9163710330,,2020-02-01,,,S,,Yes,,
"King Tobacco - Cigars, Vapes & Glass",3835 Thousand Oaks Blvd Ste Q,,Westlake Village,CA,91362,US,,8053796749,,2019-12-04,,Yes,S,CBD,Yes,,
Feelin Right Smoke Shop,14341 Beach Blvd Ste B,,Westminster,CA,92683,US,,7148945849,,2019-03-06,,Yes,S,CBD,,,
One Love Smoke Shop,7010 Trask Ave,,Westminster,CA,92683,US,,7148922224,,2019-08-07,,,S,,,,
Ripper Boardshop & Souvenirs,6636 Westminster Blvd,,Westminster,CA,92683,US,,7148082290,,2022-03-15,2022-03-15,,S,,,,
Simple Smokes and Vapors,7835 Westminster Blvd,,Westminster,CA,92683,US,,9493570633,,2018-09-08,2019-11-04,,V,,,,
Smoke and Go,14040 Goldenwest St,,Westminster,CA,92683,US,,6572278845,,2022-01-10,2022-01-10,Yes,S,CBD,,,
Smoke Mart,14022 Springdale St Ste D,,Westminster,CA,92683,US,,7148994080,,2021-12-20,2021-12-20,,S,,,,
Super Duper Smoke Shop,8481 Heil Ave Ste D,,Westminster,CA,92683,US,,6572049447,,2019-07-07,,Yes,S,CBD,,,
Westminster Smoke Shop,6431 Westminster Blvd,,Westminster,CA,92683,US,,7148916367,,2018-11-09,,,S,,,,
Ziggy's Smoke Shop,15451 Beach Blvd,,Westminster,CA,92683,US,https://ziggyssmokeshops.com/,7143799020,info@ziggysonline.com,2018-08-21,2022-02-11,Yes,S,CBD,,,
